event_id,event_date,event_type,location,venue_capacity,ticket_price_lkr,promotion_days,registered_attendees,social_media_reach,previous_event_attendance,temperature_c,humidity_pct,rainfall_mm,wind_speed_kmh,weather_condition,day_of_week,is_weekend,is_public_holiday,duration_hours,actual_attendance,attendance_rate_pct
EVT00569,2024-08-15,Music Festival,Ratnapura,500,3000,87,414,83016,169,29.9,82,30.6,10.8,Heavy Rain,Thursday,0,0,6.2,383,92.51
EVT00365,2024-08-16,Music Festival,Nuwara Eliya,2000,1500,63,546,39174,1099,20.8,75,0.6,15.5,Clear,Friday,0,0,5.9,917,167.95
EVT02100,2024-08-16,School Event,Anuradhapura,100,500,22,29,15933,54,27.3,98,13.6,14.1,Rain,Friday,0,0,1.7,103,355.17
EVT02120,2024-08-16,Conference,Ratnapura,1500,500,26,1056,60853,1013,28.6,65,0.7,14.5,Clear,Friday,0,0,4.7,703,66.57
EVT02058,2024-08-17,Workshop,Kurunegala,750,1000,61,322,72993,306,27.7,82,1.7,9.9,Clear,Saturday,1,0,7.1,303,94.1
EVT02436,2024-08-18,Perahera,Galle,5000,0,15,1645,18032,1109,27.9,67,10.5,11.7,Rain,Sunday,1,0,5.8,1037,63.04
EVT01618,2024-08-18,School Event,Negombo,100,3000,80,42,32303,52,28.7,80,1.2,15.3,Cloudy,Sunday,1,0,3.6,105,250
EVT02087,2024-08-18,School Event,Galle,2000,3000,77,1089,49620,1030,23.7,72,11.2,9,Rain,Sunday,1,0,6.5,588,53.99
EVT01729,2024-08-19,Exhibition,Kegalle,200,1000,22,32,22912,122,29.1,78,15.7,10.1,Rain,Monday,0,0,7.9,147,459.38
EVT01470,2024-08-20,Conference,Negombo,100,0,32,10,84871,72,31.5,60,31.7,19.5,Heavy Rain,Tuesday,0,0,2.5,80,800
EVT00571,2024-08-20,Perahera,Kandy,100,750,22,46,17176,86,30.7,79,8.9,7.2,Rain,Tuesday,0,1,3.9,105,228.26
EVT00486,2024-08-20,School Event,Anuradhapura,1000,0,88,344,2126,622,30.1,80,2.3,16,Clear,Tuesday,0,0,1.9,447,129.94
EVT00151,2024-08-20,Perahera,Matara,1500,250,59,912,88830,1206,28.1,78,22.8,14.6,Rain,Tuesday,0,0,6.2,929,101.86
EVT00275,2024-08-20,Community Event,Matara,5000,1500,73,2754,52844,1400,27.8,74,14.9,12.3,Rain,Tuesday,0,0,3.1,1414,51.34
EVT00177,2024-08-21,Community Event,Kegalle,1500,2000,21,664,3953,855,29.1,54,27.6,21.4,Heavy Rain,Wednesday,0,0,2.6,279,42.02
EVT01052,2024-08-21,Exhibition,Colombo,100,1500,38,35,82261,37,28.5,53,6.6,11.8,Cloudy,Wednesday,0,0,6.8,105,300
EVT02369,2024-08-21,Conference,Galle,500,1500,26,105,58646,399,27.9,82,6.1,5.4,Clear,Wednesday,0,1,6,250,238.1
EVT00323,2024-08-21,Perahera,Galle,200,750,31,113,6541,102,24.3,56,36.4,12.6,Heavy Rain,Wednesday,0,0,1.9,210,185.84
EVT00899,2024-08-21,Exhibition,Galle,500,3000,58,305,48839,159,25.5,81,5.6,8.9,Clear,Wednesday,0,0,7.3,347,113.77
EVT01689,2024-08-22,Sports Event,Anuradhapura,1500,1000,17,533,61724,1218,27.7,75,14.5,17.5,Rain,Thursday,0,1,7,811,152.16
EVT00944,2024-08-23,Religious Event,Matara,300,500,90,140,19273,218,24,72,15.1,10.2,Rain,Friday,0,0,1.7,315,225
EVT00320,2024-08-25,Community Event,Colombo,300,250,60,79,10695,116,26.2,77,12.4,4.4,Rain,Sunday,1,1,5.2,250,316.46
EVT00543,2024-08-25,School Event,Ratnapura,200,1500,11,88,88741,101,24.3,74,4.1,9.3,Clear,Sunday,1,0,6.1,189,214.77
EVT01588,2024-08-25,Community Event,Matara,500,250,18,204,6106,121,34.9,71,25.9,13.3,Heavy Rain,Sunday,1,0,7.3,89,43.63
EVT02097,2024-08-26,Music Festival,Negombo,3000,2000,63,278,24872,1399,28.3,97,2.6,8.7,Clear,Monday,0,0,5,660,237.41
EVT00657,2024-08-26,School Event,Kurunegala,500,3000,28,178,57572,183,30.5,84,18.5,13.9,Rain,Monday,0,0,4.3,227,127.53
EVT01496,2024-08-26,Music Festival,Negombo,100,500,22,72,97015,63,29.1,61,21.1,18.6,Rain,Monday,0,0,7.8,105,145.83
EVT00034,2024-08-26,Religious Event,Colombo,5000,750,3,1568,802,2782,27.3,51,1.4,18.8,Clear,Monday,0,1,3.1,2592,165.31
EVT01738,2024-08-26,Perahera,Kegalle,3000,3000,28,2046,11683,1520,27.6,84,9.4,7.9,Rain,Monday,0,0,4,1308,63.93
EVT00836,2024-08-26,Exhibition,Anuradhapura,750,1500,65,487,42899,434,29.8,71,40.3,19.4,Heavy Rain,Monday,0,0,2.8,314,64.48
EVT01171,2024-08-27,Religious Event,Colombo,5000,1000,15,3269,57348,2672,30.4,59,6.4,9.1,Cloudy,Tuesday,0,0,1.6,3844,117.59
EVT00164,2024-08-27,Sports Event,Galle,5000,0,22,2913,28298,3620,26.6,67,9.4,12.1,Rain,Tuesday,0,0,2.6,2182,74.91
EVT00493,2024-08-27,Sports Event,Kegalle,2000,1500,72,869,27952,620,24.3,68,3.1,3.2,Clear,Tuesday,0,0,1.8,1277,146.95
EVT01343,2024-08-27,Sports Event,Nuwara Eliya,1500,3000,11,91,27474,1053,21.2,83,37.5,7.7,Heavy Rain,Tuesday,0,0,4.3,192,210.99
EVT01263,2024-08-28,School Event,Negombo,1000,0,88,696,79376,962,26.3,85,5.7,12.5,Clear,Wednesday,0,0,6.6,620,89.08
EVT01218,2024-08-28,Conference,Kegalle,750,2000,37,66,60158,267,28.1,76,24.1,15.1,Rain,Wednesday,0,1,2.7,248,375.76
EVT02370,2024-08-28,Perahera,Nuwara Eliya,1500,3000,30,458,87022,1036,26.7,77,25.5,18,Heavy Rain,Wednesday,0,0,3.5,183,39.96
EVT01956,2024-08-29,Sports Event,Anuradhapura,100,2000,58,46,87067,44,24.5,61,5.8,10.8,Clear,Thursday,0,0,5.6,105,228.26
EVT02127,2024-09-01,Perahera,Kandy,100,1500,13,35,62797,34,19.2,72,12,18.7,Rain,Sunday,1,0,3,105,300
EVT02449,2024-09-01,Perahera,Kurunegala,500,0,12,323,14592,294,30.4,58,5.9,4.8,Clear,Sunday,1,0,6.9,525,162.54
EVT00576,2024-09-01,Perahera,Kegalle,1000,1000,51,126,24996,633,23.4,83,1.4,10.7,Cloudy,Sunday,1,0,8,523,415.08
EVT00239,2024-09-02,Conference,Kegalle,100,500,64,39,17055,56,28.3,69,7.5,16,Clear,Monday,0,1,6.8,105,269.23
EVT00226,2024-09-02,Workshop,Nuwara Eliya,500,250,29,354,43669,308,16.9,65,7.4,18,Clear,Monday,0,0,6.6,245,69.21
EVT00097,2024-09-02,Workshop,Kurunegala,5000,2000,60,804,59853,3679,25.5,74,40.9,6,Heavy Rain,Monday,0,0,6.3,373,46.39
EVT01310,2024-09-02,Music Festival,Nuwara Eliya,2000,1000,15,1765,29983,1359,17.4,87,9.4,8.3,Rain,Monday,0,1,2.1,1157,65.55
EVT02462,2024-09-02,Workshop,Galle,3000,500,15,686,91404,2626,23.1,74,6.2,7.4,Clear,Monday,0,0,5.8,477,69.53
EVT00651,2024-09-02,Exhibition,Colombo,300,250,42,43,52685,199,26.1,83,5.1,10.2,Clear,Monday,0,0,2.6,299,695.35
EVT00390,2024-09-02,Community Event,Nuwara Eliya,500,1500,90,95,28213,437,20.2,61,2.5,9.5,Clear,Monday,0,0,3.8,276,290.53
EVT01949,2024-09-03,Perahera,Anuradhapura,2000,1000,19,987,85594,1308,28.1,86,21,13.8,Rain,Tuesday,0,0,5.5,1046,105.98
EVT02073,2024-09-03,Perahera,Ratnapura,2000,3000,27,1736,98558,1254,27.2,80,15.8,6.5,Rain,Tuesday,0,0,4.4,1470,84.68
EVT01088,2024-09-04,Community Event,Negombo,200,1000,65,50,72342,100,25.1,73,3.2,9.4,Cloudy,Wednesday,0,0,4.3,185,370
EVT01842,2024-09-04,Community Event,Ratnapura,100,1500,81,36,7072,44,25.3,60,7.9,11,Clear,Wednesday,0,0,6.6,105,291.67
EVT01734,2024-09-04,Conference,Negombo,300,2000,62,92,41840,121,30.3,90,10.7,8.9,Rain,Wednesday,0,1,4,237,257.61
EVT02413,2024-09-04,School Event,Kegalle,100,3000,38,36,39509,35,30.7,87,20.6,14.3,Rain,Wednesday,0,0,6.9,105,291.67
EVT01002,2024-09-05,Religious Event,Kandy,2000,3000,26,1152,99822,695,21.1,62,13.9,15.9,Rain,Thursday,0,0,7.2,1213,105.3
EVT01545,2024-09-06,Exhibition,Ratnapura,3000,1000,43,1920,26974,2001,30.5,65,11.1,14.4,Rain,Friday,0,0,4.4,1141,59.43
EVT01386,2024-09-07,School Event,Matara,750,1500,33,412,40594,478,27.3,83,2.7,15.6,Clear,Saturday,1,0,3.2,399,96.84
EVT00936,2024-09-07,Sports Event,Matara,2000,750,5,934,90863,812,29.9,59,10.9,5.9,Rain,Saturday,1,0,5.9,716,76.66
EVT01713,2024-09-08,Religious Event,Ratnapura,1000,1500,3,489,33557,626,25.7,88,14.7,12.7,Rain,Sunday,1,0,3.6,522,106.75
EVT01152,2024-09-08,Community Event,Nuwara Eliya,500,1000,40,308,68250,231,17.7,57,11.3,13.7,Rain,Sunday,1,0,4.4,255,82.79
EVT00763,2024-09-08,Music Festival,Galle,200,0,80,166,11347,96,29.7,86,45.2,8.1,Heavy Rain,Sunday,1,0,7,210,126.51
EVT01871,2024-09-08,Sports Event,Galle,500,2000,77,472,1552,245,25.5,77,6.6,15,Cloudy,Sunday,1,1,3,525,111.23
EVT01761,2024-09-09,Perahera,Colombo,100,3000,36,58,39569,73,30,62,27.9,12.6,Heavy Rain,Monday,0,0,5.4,105,181.03
EVT01790,2024-09-09,University Event,Galle,1500,250,73,222,92975,787,25.3,58,9.1,15.4,Rain,Monday,0,0,3.9,287,129.28
EVT01656,2024-09-10,Cultural Festival,Anuradhapura,3000,0,88,891,17330,1415,29.7,81,11.2,11.8,Rain,Tuesday,0,0,2.6,1339,150.28
EVT01273,2024-09-10,Religious Event,Galle,2000,2000,56,747,95887,1192,29.3,89,1.1,23.9,Clear,Tuesday,0,0,2.9,1263,169.08
EVT01662,2024-09-10,Community Event,Nuwara Eliya,1500,2000,45,752,10035,1194,18.1,77,1,10.8,Clear,Tuesday,0,0,2.3,301,40.03
EVT02134,2024-09-11,Religious Event,Kandy,1000,1000,44,533,68608,396,27.1,69,22.3,20.6,Rain,Wednesday,0,0,6,823,154.41
EVT00520,2024-09-11,Cultural Festival,Kandy,200,0,23,150,5097,100,26.8,87,9.2,9,Rain,Wednesday,0,0,6.3,210,140
EVT01885,2024-09-12,Conference,Negombo,300,750,26,110,32009,191,26.5,72,2.7,7.4,Clear,Thursday,0,0,7.7,192,174.55
EVT00218,2024-09-12,Exhibition,Nuwara Eliya,200,1000,27,152,7282,149,17.2,78,6.5,9.5,Clear,Thursday,0,0,1.8,210,138.16
EVT02260,2024-09-13,Sports Event,Negombo,1000,500,79,422,4965,621,28.2,98,19.5,6.1,Rain,Friday,0,0,1.8,388,91.94
EVT01881,2024-09-13,Workshop,Kegalle,2000,1000,46,745,69894,864,26.9,75,14.1,10,Rain,Friday,0,0,2.7,121,16.24
EVT00998,2024-09-13,School Event,Kurunegala,750,1500,73,383,46757,264,26.5,83,10.2,15.4,Rain,Friday,0,0,6.6,341,89.03
EVT01131,2024-09-13,Community Event,Anuradhapura,1500,0,54,696,92000,1333,26.4,71,14.7,19.2,Rain,Friday,0,0,5.7,406,58.33
EVT00858,2024-09-15,Perahera,Kandy,1000,1000,53,506,30499,339,30,69,2.4,20.3,Clear,Sunday,1,0,6,1050,207.51
EVT01334,2024-09-15,Cultural Festival,Nuwara Eliya,200,750,26,64,66833,67,22.9,65,2.9,18,Cloudy,Sunday,1,0,4.1,210,328.12
EVT00852,2024-09-15,Cultural Festival,Kurunegala,500,750,7,209,59954,195,26.8,76,7.2,3.4,Clear,Sunday,1,0,3,371,177.51
EVT02099,2024-09-16,Community Event,Colombo,2000,1000,7,656,22670,498,25.7,82,8.8,16.6,Rain,Monday,0,0,2.9,170,25.91
EVT01608,2024-09-16,Workshop,Anuradhapura,300,250,71,120,6993,234,28.2,63,0.9,16,Cloudy,Monday,0,0,7.1,152,126.67
EVT00039,2024-09-17,Exhibition,Matara,200,1000,42,79,9012,107,25.4,87,14,14.3,Rain,Tuesday,0,0,7.6,183,231.65
EVT02279,2024-09-17,Workshop,Galle,5000,1000,90,2610,93906,2836,23,95,29.2,10.1,Heavy Rain,Tuesday,0,0,2,643,24.64
EVT01500,2024-09-17,Music Festival,Ratnapura,3000,2000,47,1223,24212,1639,26.6,76,4.5,11.1,Cloudy,Tuesday,0,0,4.2,675,55.19
EVT01105,2024-09-19,Religious Event,Kegalle,300,500,20,89,25560,188,29.9,66,1.3,12.3,Cloudy,Thursday,0,0,1.6,284,319.1
EVT00505,2024-09-19,Exhibition,Kandy,500,250,28,205,64736,387,31.3,56,20,19.1,Rain,Thursday,0,0,4.3,255,124.39
EVT01506,2024-09-19,University Event,Kegalle,500,1500,22,156,94801,180,26.4,72,19.3,6.3,Rain,Thursday,0,1,6.6,300,192.31
EVT00193,2024-09-20,Conference,Negombo,1500,1000,14,1001,36403,737,29.6,89,11.7,11.5,Rain,Friday,0,1,7.6,407,40.66
EVT00455,2024-09-21,Workshop,Matara,5000,1000,63,3158,71533,2625,27.1,68,5.1,18.2,Clear,Saturday,1,0,7.3,1503,47.59
EVT01465,2024-09-21,Cultural Festival,Matara,200,500,54,62,43802,100,22.6,66,0.1,10.1,Cloudy,Saturday,1,1,7.2,210,338.71
EVT00506,2024-09-21,Sports Event,Anuradhapura,5000,1000,28,1556,67197,2140,27.2,65,1.8,6.9,Clear,Saturday,1,0,6.8,2163,139.01
EVT02168,2024-09-22,Community Event,Kurunegala,3000,3000,75,1506,28073,2580,29.7,77,15.1,11.8,Rain,Sunday,1,0,4.9,911,60.49
EVT01730,2024-09-23,Music Festival,Kegalle,100,250,89,58,37496,66,25.3,61,0.9,7.9,Cloudy,Monday,0,0,7.4,105,181.03
EVT01216,2024-09-24,Sports Event,Matara,2000,1000,86,724,70088,1528,26.2,79,10.4,28.9,Rain,Tuesday,0,1,3.5,783,108.15
EVT02229,2024-09-24,Workshop,Kandy,300,0,66,144,10914,249,30.4,66,14.9,14.2,Rain,Tuesday,0,0,4.8,157,109.03
EVT00743,2024-09-25,Workshop,Kurunegala,3000,250,86,1244,99905,1992,30.2,75,6.4,15.3,Clear,Wednesday,0,0,1.9,693,55.71
EVT00527,2024-09-25,Sports Event,Kandy,1000,1500,47,316,10259,318,29.4,73,4.3,16.7,Clear,Wednesday,0,0,6.8,622,196.84
EVT01205,2024-09-25,Religious Event,Ratnapura,3000,0,75,898,73242,1194,28.8,67,15.1,9.5,Rain,Wednesday,0,0,3.2,1140,126.95
EVT00771,2024-09-25,Music Festival,Negombo,1000,1500,68,433,14179,544,29.3,71,11.9,7.3,Rain,Wednesday,0,0,6.7,469,108.31
EVT01296,2024-09-25,Cultural Festival,Anuradhapura,100,3000,56,42,87911,54,30.5,57,12.6,14.6,Rain,Wednesday,0,0,7.1,105,250
EVT00989,2024-09-26,Exhibition,Anuradhapura,2000,3000,56,513,70003,1545,29.4,65,15.6,16.7,Rain,Thursday,0,0,5,737,143.66
EVT00727,2024-09-27,Workshop,Kegalle,500,250,59,143,38038,278,30.2,80,8,10.3,Rain,Friday,0,1,7.8,221,154.55
EVT00579,2024-09-27,Sports Event,Galle,200,1000,6,147,69107,133,26,94,7.2,13.2,Clear,Friday,0,0,4.7,210,142.86
EVT01431,2024-09-27,Conference,Kurunegala,500,1500,86,133,53987,336,21.4,77,20,13.1,Rain,Friday,0,0,3.7,251,188.72
EVT01157,2024-09-27,University Event,Negombo,2000,250,17,909,84513,1611,28.5,75,6.3,8.3,Clear,Friday,0,0,5.9,713,78.44
EVT00317,2024-09-27,University Event,Kandy,100,2000,70,50,54725,54,23.8,72,7.6,13.4,Cloudy,Friday,0,0,3,105,210
EVT02149,2024-09-27,Conference,Kegalle,500,750,54,308,84523,195,28.5,73,10.3,10.4,Rain,Friday,0,0,4.5,236,76.62
EVT00776,2024-09-29,Workshop,Nuwara Eliya,5000,750,80,2848,77719,1742,24.6,79,3.2,13.2,Cloudy,Sunday,1,0,6.8,1451,50.95
EVT01368,2024-09-29,Workshop,Galle,100,1000,80,56,10497,26,31.1,66,8.2,12.8,Rain,Sunday,1,0,2.4,105,187.5
EVT00200,2024-09-29,Religious Event,Matara,2000,250,25,633,76974,836,29.9,84,26.9,15,Heavy Rain,Sunday,1,0,7.6,747,118.01
EVT01600,2024-09-30,Conference,Negombo,1500,750,9,1011,82696,856,27.1,70,29.4,13.8,Heavy Rain,Monday,0,0,7,310,30.66
EVT00383,2024-10-01,Sports Event,Colombo,1000,2000,77,464,13318,440,26.6,81,16.1,7.5,Rain,Tuesday,0,0,2.5,538,115.95
EVT00669,2024-10-02,Community Event,Ratnapura,1000,1000,63,448,10746,450,30.2,79,4.3,20.1,Clear,Wednesday,0,0,5.1,342,76.34
EVT01190,2024-10-02,Conference,Kurunegala,100,500,36,59,4758,64,29.1,59,15.8,15.6,Rain,Wednesday,0,0,2.4,105,177.97
EVT00397,2024-10-02,Exhibition,Matara,3000,250,12,2237,86810,1171,29.7,78,4.7,8.6,Cloudy,Wednesday,0,1,6.1,1616,72.24
EVT02398,2024-10-04,School Event,Anuradhapura,500,1000,57,161,9226,289,27.6,68,12.9,15.4,Rain,Friday,0,0,4.7,247,153.42
EVT00238,2024-10-04,Community Event,Kandy,500,250,55,174,74484,186,24,87,13.6,14,Rain,Friday,0,0,3.7,219,125.86
EVT00423,2024-10-04,University Event,Nuwara Eliya,3000,500,19,1012,47216,1351,18,75,13.6,10,Rain,Friday,0,0,2.3,767,75.79
EVT00157,2024-10-04,Music Festival,Ratnapura,3000,1000,70,2333,23126,805,30.3,70,7.6,6.4,Clear,Friday,0,0,6.5,1575,67.51
EVT00082,2024-10-05,Sports Event,Colombo,2000,1500,56,1317,52424,705,24.4,90,3.8,4.2,Clear,Saturday,1,0,2,1422,107.97
EVT01827,2024-10-05,School Event,Colombo,300,500,65,204,52132,230,34.5,68,8.5,17.4,Rain,Saturday,1,0,5.3,264,129.41
EVT02141,2024-10-06,Perahera,Matara,1000,1500,38,431,14287,523,29.2,81,15.4,13.3,Rain,Sunday,1,0,1.9,551,127.84
EVT01455,2024-10-06,Cultural Festival,Anuradhapura,300,3000,10,182,9750,114,27.8,61,8.9,15.8,Rain,Sunday,1,0,4,315,173.08
EVT00644,2024-10-07,Cultural Festival,Kegalle,5000,250,14,3110,45989,2320,28.3,92,14.8,19.9,Rain,Monday,0,0,2.9,1929,62.03
EVT02161,2024-10-07,University Event,Kurunegala,1500,1500,16,973,51750,792,33.1,59,2.4,6.7,Clear,Monday,0,0,4.4,481,49.43
EVT01852,2024-10-08,Perahera,Ratnapura,500,1000,86,294,1917,435,28.7,69,12,7.4,Rain,Tuesday,0,0,1.8,424,144.22
EVT02206,2024-10-09,Conference,Galle,200,750,89,68,7402,84,30.9,98,25.4,6.8,Heavy Rain,Wednesday,0,0,2.8,98,144.12
EVT01083,2024-10-10,Cultural Festival,Ratnapura,1500,750,42,643,19065,795,25.5,95,24.2,2,Rain,Thursday,0,1,1.7,619,96.27
EVT02226,2024-10-10,Community Event,Kandy,500,750,21,305,24884,85,31.2,83,14.3,19.3,Rain,Thursday,0,0,7.4,236,77.38
EVT02423,2024-10-12,Workshop,Galle,1000,0,84,215,44266,689,31.5,65,8.9,11.6,Rain,Saturday,1,0,8,358,166.51
EVT02159,2024-10-12,Sports Event,Nuwara Eliya,500,0,64,383,97597,295,15.8,89,10.6,12.1,Rain,Saturday,1,0,7.2,399,104.18
EVT01552,2024-10-12,School Event,Anuradhapura,5000,750,69,2808,27459,3348,31.1,69,3.5,9.3,Clear,Saturday,1,0,4.5,1666,59.33
EVT00737,2024-10-13,Music Festival,Matara,200,1500,77,119,99312,93,29.4,83,18.2,10.6,Rain,Sunday,1,1,1.8,210,176.47
EVT01426,2024-10-13,Community Event,Galle,1000,3000,23,651,82016,448,28.2,69,37,10.3,Heavy Rain,Sunday,1,1,7.1,407,62.52
EVT00906,2024-10-13,School Event,Negombo,5000,750,7,4327,13001,3332,25.2,70,6,16.3,Clear,Sunday,1,0,6.3,2892,66.84
EVT00081,2024-10-13,Conference,Kurunegala,3000,250,64,1713,72960,1827,28.9,89,15.1,13.8,Rain,Sunday,1,0,5.8,1009,58.9
EVT01399,2024-10-14,Cultural Festival,Nuwara Eliya,300,250,11,150,39800,140,17.5,81,3.7,11.3,Clear,Monday,0,0,3.4,291,194
EVT01038,2024-10-14,Religious Event,Kegalle,1000,1500,17,263,28270,742,25.8,64,21.6,10.3,Rain,Monday,0,0,6.9,614,233.46
EVT02425,2024-10-14,Conference,Kegalle,100,1000,20,75,47459,76,30,76,1,7.6,Clear,Monday,0,0,2.1,105,140
EVT00888,2024-10-15,Music Festival,Negombo,1500,750,38,396,24736,1137,25.6,73,28.8,19.4,Heavy Rain,Tuesday,0,0,4.2,208,52.53
EVT00283,2024-10-15,Conference,Kandy,200,2000,35,131,58439,188,24.4,56,17.9,10.6,Rain,Tuesday,0,1,6.5,210,160.31
EVT00019,2024-10-15,Conference,Kegalle,5000,250,71,3467,42475,3430,25.5,79,11.2,9,Rain,Tuesday,0,0,7.6,745,21.49
EVT00760,2024-10-16,University Event,Nuwara Eliya,1500,1500,46,1158,91728,1258,18.7,69,3.1,2,Cloudy,Wednesday,0,0,5.9,667,57.6
EVT01029,2024-10-16,University Event,Nuwara Eliya,200,3000,77,141,37626,133,24.1,94,16.3,4.7,Rain,Wednesday,0,0,7.9,202,143.26
EVT00372,2024-10-16,Religious Event,Colombo,300,250,87,160,70602,140,27.5,73,16.3,16.4,Rain,Wednesday,0,0,1.8,315,196.88
EVT02389,2024-10-16,Exhibition,Anuradhapura,500,3000,88,274,94584,241,30.1,69,1.1,19.6,Cloudy,Wednesday,0,0,5.6,385,140.51
EVT02440,2024-10-16,Conference,Anuradhapura,300,250,83,103,45605,172,23.6,74,26.2,10,Heavy Rain,Wednesday,0,0,7,142,137.86
EVT02323,2024-10-17,School Event,Kandy,500,250,59,193,48204,170,23.1,89,9.9,3,Rain,Thursday,0,1,6.7,297,153.89
EVT02125,2024-10-17,Religious Event,Galle,500,250,46,391,85057,253,26.3,56,9.3,24.6,Rain,Thursday,0,0,2.3,457,116.88
EVT02321,2024-10-17,Cultural Festival,Galle,200,1000,45,70,83986,73,26.6,86,11.1,14.2,Rain,Thursday,0,1,6.7,210,300
EVT01777,2024-10-17,Sports Event,Negombo,750,3000,10,575,83964,490,26.4,80,7.7,13.8,Clear,Thursday,0,0,6.8,722,125.57
EVT00746,2024-10-17,Workshop,Galle,3000,500,52,2700,21467,1411,25.3,66,5.3,11.3,Clear,Thursday,0,0,5.1,946,35.04
EVT01758,2024-10-17,University Event,Negombo,300,1000,67,210,51217,192,29.2,73,12.2,13.6,Rain,Thursday,0,0,2.1,240,114.29
EVT02063,2024-10-18,Workshop,Kurunegala,1000,0,56,563,72488,618,30.5,77,1.5,12.3,Clear,Friday,0,0,4.2,265,47.07
EVT00044,2024-10-18,School Event,Kurunegala,500,500,76,186,76577,144,29.9,77,19,7.3,Rain,Friday,0,1,7.5,306,164.52
EVT00499,2024-10-19,University Event,Nuwara Eliya,1000,500,89,497,56286,727,16.6,69,14.4,7.1,Rain,Saturday,1,0,2.1,373,75.05
EVT00076,2024-10-19,Conference,Anuradhapura,3000,1500,62,520,98817,443,28.6,63,12.4,5.5,Rain,Saturday,1,0,2.4,695,133.65
EVT01766,2024-10-19,Music Festival,Nuwara Eliya,5000,3000,65,2453,50207,2802,19.8,67,0.6,9.9,Cloudy,Saturday,1,1,1.5,1573,64.13
EVT01162,2024-10-19,Sports Event,Nuwara Eliya,2000,3000,16,1214,62705,1032,18.5,72,18.7,10.3,Rain,Saturday,1,0,6.8,787,64.83
EVT01196,2024-10-20,Community Event,Matara,300,2000,33,115,93804,299,26.1,77,18.2,22.8,Rain,Sunday,1,0,5.5,199,173.04
EVT01829,2024-10-21,Perahera,Galle,300,2000,14,88,61805,149,31.6,84,7.6,14.7,Cloudy,Monday,0,0,7.7,315,357.95
EVT01434,2024-10-21,School Event,Galle,750,1000,52,276,24438,375,31,76,21.8,14.1,Rain,Monday,0,1,7.6,280,101.45
EVT01952,2024-10-21,Workshop,Colombo,2000,1500,21,2011,5628,1665,28,85,13.4,3.7,Rain,Monday,0,0,5.9,608,30.23
EVT01039,2024-10-22,School Event,Nuwara Eliya,2000,500,44,946,85266,882,17.3,87,16.6,15.3,Rain,Tuesday,0,0,6.4,524,55.39
EVT01607,2024-10-23,Religious Event,Galle,100,500,84,58,47122,70,29.7,87,5.4,12.1,Clear,Wednesday,0,0,5.5,105,181.03
EVT00857,2024-10-24,Workshop,Anuradhapura,5000,750,26,3476,99129,1420,28.4,77,47.6,22.2,Heavy Rain,Thursday,0,0,7.9,714,20.54
EVT00891,2024-10-24,Music Festival,Kurunegala,750,750,89,311,4341,610,26,75,17.5,11.5,Rain,Thursday,0,0,2.7,541,173.95
EVT01528,2024-10-24,University Event,Matara,100,500,12,73,36036,46,27,75,11.5,13.6,Rain,Thursday,0,0,3.6,105,143.84
EVT01098,2024-10-25,Music Festival,Negombo,500,750,38,142,17928,145,25.7,57,6.3,16.2,Cloudy,Friday,0,0,4.5,382,269.01
EVT02025,2024-10-26,Religious Event,Galle,1500,250,24,734,40935,764,25.1,67,8.1,15,Rain,Saturday,1,1,7.1,723,98.5
EVT00077,2024-10-27,Exhibition,Matara,300,1500,16,194,20316,133,24.1,70,29.2,16.3,Heavy Rain,Sunday,1,0,1.7,184,94.85
EVT02216,2024-10-27,Exhibition,Nuwara Eliya,1000,250,35,333,85901,311,17,82,0.5,8.5,Clear,Sunday,1,0,2,382,114.71
EVT01784,2024-10-27,Religious Event,Matara,300,1000,85,124,8012,141,30.2,67,16.5,13.3,Rain,Sunday,1,0,2.9,315,254.03
EVT00584,2024-10-28,Religious Event,Nuwara Eliya,300,1500,53,106,30541,154,19.8,52,7.7,17.2,Cloudy,Monday,0,1,7,315,297.17
EVT01859,2024-10-29,Music Festival,Matara,750,2000,33,460,39324,311,26.2,69,12.5,11.1,Rain,Tuesday,0,0,3.2,517,112.39
EVT01919,2024-10-29,Religious Event,Kurunegala,750,2000,66,461,50687,396,28.8,93,7.5,7,Clear,Tuesday,0,0,4.2,709,153.8
EVT02473,2024-10-30,Exhibition,Ratnapura,200,0,84,122,33870,96,25.1,69,15.7,2.3,Rain,Wednesday,0,0,4.5,193,158.2
EVT00667,2024-10-30,Community Event,Galle,750,250,5,531,79699,428,26.9,73,8.7,11.6,Rain,Wednesday,0,0,6.7,171,32.2
EVT02287,2024-10-30,Music Festival,Kurunegala,1500,2000,44,828,75610,552,27.2,81,2.6,12.1,Clear,Wednesday,0,0,5.6,1090,131.64
EVT02479,2024-10-31,Music Festival,Ratnapura,300,500,64,171,39255,105,25.6,79,18.5,11.7,Rain,Thursday,0,0,7.3,290,169.59
EVT02352,2024-10-31,Perahera,Kegalle,200,1000,12,136,49512,75,30.2,62,4.4,14.4,Clear,Thursday,0,0,3.3,210,154.41
EVT00562,2024-11-01,Religious Event,Anuradhapura,500,1000,22,272,50466,199,27.1,97,13.1,14,Rain,Friday,0,1,3.8,503,184.93
EVT01940,2024-11-02,Religious Event,Nuwara Eliya,1500,750,56,636,84197,477,16.3,69,9.4,9.7,Rain,Saturday,1,0,3.4,374,58.81
